id;type;name;other;in;right-of;left-of;between/corner;near-to;in-front-of;behind;d1.id;d1.type;d1.name;d1.other;d2.id;d2.type;d2.name;d2.other;d3.id;d3.type;d3.name;d3.other;d4.id;d4.type;d4.name;d4.other;;id;type;name;other;in;right-of;left-of;between/corner;near-to;in-front-of;behind;d1.id;d1.type;d1.name;d1.other;d2.id;d2.type;d2.name;d2.other;d3.id;d3.type;d3.name;d3.other;d4.id;d4.type;d4.name;d4.other
rest2;;vitaminas;;;;;;;;;;;;;;;;;;;;;;;;;/;rest1;;;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;;;;;;;;;;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;;;;;;;d1;;;pub1;pub;carioca da trindade;;;;;;;;;;;;;;/;rest2;;;;;;;;;;;;;;;;;;;;;;;;;;
rest2;;vitaminas garret;;;;;;;;;;;;;;;;;;;;;;;;;/;rest1;;;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;d1;;;;;;;str18;;largo rafael bordado pinheiro;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;d1;;;;;;;str17;street;rua da trindade;corner;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;
rest2;restaurant;vitaminas garret;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;;/;rest1;restaurant;aqui ha peixe;;;;;[d1,d2];;;;str17;street;rua da trindade;corner;str18;;largo rafael bordado pinheiro;;;;;;;;;
rest1;restaurant;;;;;;;d1;;;pub1;pub;carioca da trindade;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;;;;;;;;;;;;;;;;;;;;;;;
rest2;restaurant;vitaminas garret;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;;/;rest1;restaurant;aqui ha peixe;;;;;;;d1;;str8;;largo do carmo;;;;;;;;;;;;;
rest1;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;/;rest2;;;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;;;d1;;;;;;;neig1;;chiado;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;d1;;;;;;;neig1;;chiado;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;;;;;;;;;;;;;;;;;;;;;;;/;rest2;restaurant;;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;d1;d1;;;;;pub1;pub;carioca da trindade;;;;;;;;;;;;;;/;rest2;;vitaminas garret;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;;;[d1,d2];;;;str17;street;rua da trindade;;str18;;largo rafael bordado pinheiro;;;;;;;;;;/;rest2;;;;;;;;;;;;;;;;;;;;;;;;;;
rest2;;vitaminas garret;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;;/;rest1;;;;;;;;;;;;;;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;;;;d1;;;str17;street;rua da trindade;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;
rest1;restaurant;aqui ha peixe;;;;;;d1;;;pub1;pub;carioca da trindade;;;;;;;;;;;;;;/;rest2;restaurant;vitaminas garret;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;internacional;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;;;;;;;;;;;;;;;;;;;;;;;;;;
drug2;;;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;;;;;;;;;;;;;;;;;;;;;;;;;;
drug2;;;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;;;;;;;;;;;;;;;;;;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;;;;;;;d1;;;cafe3;cafe;;;;;;;;;;;;;;;/;drug3;drugstore;;;;;;;d1;;;cafe3;cafe;;;;;;;;;;;;;;
drug2;drugstore;internacional;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;;;;[d1,d2];;;;str12;street;rua da vitoria;;str11;street;rua do ouro;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;internacional;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;str12;street;rua da vitoria;;;;;;;;;
drug2;drugstore;internacional;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;cafe3;cafe;browns coffee shop;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;internacional;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;drugstore;;;;;;;;;;;;;;;;;;;;;;;;;
drug2;drugstore;internacional;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;internacional;;d1;;;;d2;;;str11;street;rua do ouro;;str15;street;rua da assuncao;;;;;;;;;;/;drug3;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;str15;street;rua da assuncao;;;;;;;;;
drug2;drugstore;internacional;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;;;;;;;;;;;;;;;;;;;;;;;;;;
drug2;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug2;drugstore;internacional;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug3;drugstore;;;;;;;d1;;;cafe3;cafe;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str20;;rua sao nicolau;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;principal;;;;;;;;;;;;;;/;drug4;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;;browns coffee shop;;;;;;;;;;;;;;;;;;;;;;;;;/;drug4;;brown coffee shop;;;;;;;;;;;;;;;;;;;;;;;;
drug4;drugstore;cortez;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;[d1,d2];;;;d1;quarter;;;str11;street;rua do ouro;;str20;street;rua de sao nicolau;;;;;;/;drug4;drugstore;;;d1;;;[d1,d2];;;;d1;quarter;;;str11;rua;rua do ouro;;str20;rua;rua de sao nico;;;;;
drug3;drugstore;;;d1;;;;;;;;;;;str11;street;rua do ouro;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;rua;rua do ouro;;;;;;;;;;;;;
drug3;;;;;;;;;;;;;;;;;;;;;;;;;;;/;drug4;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;;;;[d1,d2];;;;str11;street;rua do ouro;corner;str12;street;rua da vitoria;corner;;;;;;;;;/;drug4;drugstore;cortez;;d1;;;;;;;str20;street;rua sao nicolau;;;;;;;;;;;;;
drug4;drugstore;cortez;;d1;;;;;;;str11;street;rua do ouro;corner;;;;;;;;;;;;;/;drug3;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;str12;street;rua da vitoria;;;;;;;;;;/;drug4;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;str20;rua ;rua sao nicolau;corner;;;;;;;;
drug4;drugstore;cortez;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;drugstore;;;;;;;d1;;;cafe3;;browns coffee shop;;;;;;;;;;;;;
drug4;drugstore;;;d1;;;;d2;;;str20;street;sao nicolau;;str12;street;rua da vitoria;;;;;;;;;;/;drug3;drugstore;;;d1;;;;d2;;;str20;street;rua sao nicolau;;str12;rua;rua da vitoria;;;;;;;;;
drug3;;;;;;;;;;;;;;;;;;;;;;;;;;;/;drug4;hospital;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;neig1;neighborhood;chiado;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;neig1;neighborhood;chiado;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;;/;drug4;drugstore;;;d1;;;;;;;str11;street;rua do ouro;;;;;;;;;;;;;
drug3;drugstore;;;;;;[d1,d2];;;;str11;street;rua do ouro;corner;str12;street;rua da vitoria;corner;;;;;;;;;/;drug4;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;d1;;;;d2;;;str11;street;rua do ouro;;str20;street;rua sao nicolau;;;;;;;;;;/;drug4;drugstore;cortez;;d1;;;;;;;str20;street;rua sao nicolau;;;;;;;;;;;;;
drug4;drugstore;cortez;;;;;;;;;;;;;;;;;;;;;;;;;/;drug3;;;;;;;;;;;;;;;;;;;;;;;;;;
drug3;drugstore;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str12;street;rua da vitoria;;;;;;;;;;/;drug4;drugstore;;;;;;[d1,d2];;;;str11;street;rua do ouro;;str20;rua;rua sao nicolau;;;;;;;;;
drug3;drugstore;;;d2;;;;d1;;;cafe3;;browns coffee shop;;str11;street;rua do ouro;;;;;;;;;;/;drug4;drugstore;cortez;;d1;;;;;;;str20;street;rua sao nicolau;;;;;;;;;;;;;
rest4;cemitery;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;church;;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;
rest4;restaurant;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;;/;rest5;restaurant;;;;;;;d1;;;sub1;;baixa/chiado;;;;;;;;;;;;;
rest4;;;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;;;;sub1;;baixa/chiado;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;[d1,d2];;;;str3;street;rua garret;;str8;street;rua do carmo;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;;;d1;;;;;;;neig1;;chiado;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;;;;neig1;;chiado;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;;;;;;;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;;;;;d1;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;d1;;;str16;;calcada do sacramento;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;;;;str3;street;rua garret;;;;;;;;;;;;;
rest4;;o sacramento;;d1;;;;d2;;;str16;;calcada do sacramento;;str19;street;rua almirante pessanha;;;;;;;;;;/;rest5;;;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;street;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;;;;;;;;;;;;;;;;;;;;;;;
rest4;restaurant;o sacramento;;d1;;;;;;;str16;;calcada do sacramento;;;;;;;;;;;;;;/;rest5;restaurant;taberna do chiado;;d1;;;;;;;sub1;;baixa/chiado;;;;;;;;;;;;;
